"Participant","Recruitment","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Prolific_ID","Gender","Age","Education","Discipline","Student","Ethnicity","pcs_handslow","pcs_magnetichands","pcs_mosquito","pcs_tastesweet","pcs_tastesour","pcs_armrigidity","pcs_armimmobile","pcs_music","pcs_negativehallucination","pcs_urgepress","pcs_memorypress","pcs_amnesia","pcs_yellowball","pcs_redball","pcs_greenball","pcs_blueball","pcs_purpleball","pcs_orangeball","pcs_noballs","pcs_amnesia_w","pcs_remember_w","pcs_hello","pcs_press","pid_Dis1","pid_Dis2","pid_Dis3","pid_Dis5","pid_Dis6","pid_Det4","pid_Det13","pid_Det14","pid_Det16","pid_Det18","pid_Psy7","pid_Psy12","pid_Psy21","pid_Psy23","pid_Psy24","pid_NegAff8","pid_NegAff9","pid_NegAff10","pid_NegAff11","pid_NegAff15","pid_Ant17","pid_Ant19","pid_Ant20","pid_Ant22","pid_Ant25","ipip_Cons3","ipip_Cons10","ipip_Cons11_R","ipip_Cons22_R","ipip_Ext1","ipip_Ext7_R","ipip_Ext19_R","ipip_Ext23","ipip_Agr2","ipip_Agr8_R","ipip_Agr14","ipip_Agr20_R","ipip_HonHum6_R","ipip_HonHum12_R","ipip_HonHum18_R","ipip_HonHum24_R","ipip_Neuro4","ipip_Neuro15_R","ipip_Neuro16","ipip_Neuro17_R","ipip_Open5","ipip_Open9_R","ipip_Open13_R","ipip_Open21_R","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism"
"S202",NA,"2026-04-05 13:35:01",42.0613666666667,"chrome 146.0.0","false","Windows 10",1536,730,"615cb147f04efc8a8c2ff1e5","Female",54,"High school",NA,FALSE,"White",4,3,1,4,3,1,3,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"right hand feel heavy, imagine 2 balls, hear happy birthday singing, two hands drawn to each other, right arm stiff","right had something heavy, right arm stiff, two hands drawn together, imagine 2 balls, hear happy birthday","Hello",6,0,0.5,0.5,0,0,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0,1,1,0.5,0,0,0,0,0,0,0,3,5,2,2,1,5,7,1,7,2,6,2,1,1,1,1,2,4,4,2,6,2,1,6,1.5,5,4,5.25,7,6.25,0.2,0.5,0.5,0,0.4
"S203",NA,"2026-04-05 13:36:03",45.572,"chrome 146.0.0","false","Chrome OS",1242,545,"5ebc0abd2cc5f1054c82a0d7","Male",44,"High school",NA,FALSE,"White",4,3,3,5,3,3,2,1,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"putting my arm out and imagining i had a bowling ball in it","the happy birthday song,the mosquito,left hand being stiff","Hello",5,1,1,1,1,0,1,2,1,1,0.5,1,1,2,0,0.5,0,0,0,0.5,1,1,0,2,0.5,2,7,7,2,7,4,2,3,4,3,5,3,5,4,4,4,6,4,6,1,6,6,2,1,6,4.75,5.25,2.25,5.25,3.5,3,0.8,1.1,0.3,1.1,0.9
"S204",NA,"2026-04-05 13:36:11",41.5166,"chrome 146.0.0","false","Windows 10",1920,945,"59a734ce0c87a000017481ed","Female",37,"High school",NA,FALSE,"White",4,3,4,3,2,3,3,0,0,4,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"moving arms down, moving arms together, thinking, thoughts, music, balls","i remembered to press the space bar 6 times","Hello",6,0,0,0,0,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,0,0.5,2,1,0.5,0.5,1,0,0,0.5,0,0,3,4,3,2,1,2,4,2,6,2,5,2,1,5,3,4,3,2,5,3,6,2,2,2,3.25,4.5,4.75,6,4.75,5.75,0.1,0.7,1,0.1,0.5
"S205",NA,"2026-04-05 13:38:23",47.2984166666667,"chrome 146.0.0","false","Windows 10",1536,730,"67d4a153fc4fd53e1c6be7eb","Female",60,"Master","Literature, Languages",FALSE,"White",3,4,2,3,2,3,3,0,0,4,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"My left hand was outstretched, my 2 hands were facing each other, I saw 3 balls, and steps were counted. Also sweet and sour were tasted","I chose the longest line and the biggest red ball","Hello",6,0,0.5,0.5,0.5,1,1,0,1,2,1,1,0,0,1,0.5,1,1,0.5,1,1,0,0,0.5,0.5,0.5,3,5,4,5,1,7,2,1,5,3,5,4,3,5,1,2,4,3,4,3,5,2,4,2,2.25,3.75,4.5,5.25,5.25,4.75,0.5,1,0.9,0.3,0.5
"S207",NA,"2026-04-05 14:31:35",42.9280666666667,"chrome 146.0.0","false","Windows 10",1920,919,"6606d4f4acdc3a6b8200c0ee","Male",58,"High school",NA,FALSE,"White",4,1,1,5,2,3,3,0,0,5,5,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"listene to birthday song,heavy weight,hand heavy","hold 2 hands out","Hello",6,0,0,0,0,0,0,0.5,1,1,0,0,1,0.5,0,0,2,0,2,0,0,0,0,1,0.5,0,5,4,1,2,4,4,3,6,7,2,7,2,3,6,3,4,4,4,1,3,6,1,1,2,4.75,5.5,3.5,6.5,4,6.5,0,0.5,0.8,0.3,0.3
"S208",NA,"2026-04-05 14:39:32",67.8996166666667,"chrome 146.0.0","false","Windows 10",1280,593,"5a4aaa1866e7880001de64be","Female",39,"Bachelor","Architecture",FALSE,"White",4,3,1,2,2,4,4,1,0,4,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Raised my hand in front of me until it felt heavylooked at balls on the screentasted a sweet then sour taste in my mouthHeld my arm out until it felt stiffhad a mosquito land on my hand","held my hand in my lap feeling how heavy it was","Hello",6,0,0,0,0,0,0.5,0,0.5,1,0.5,0.5,0,0.5,0,0.5,1,0,1,1,1,0,0,0.5,0,0,6,6,2,2,1,7,2,2,6,3,3,3,3,4,2,4,2,6,3,5,6,2,2,3,2.5,6,2.5,5.75,4.75,4.75,0,0.5,0.8,0.1,0.3
"S209",NA,"2026-04-05 14:49:15",62.7283833333333,"chrome 139.0.0","false","Windows 10",1264,625,"67ca2b138e29010f04934911","Male",34,"Master","Engineering, Computer Science",TRUE,"Black",4,5,5,1,1,5,0,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0.5,0,0,7,1,1,1,3,1,5,1,7,4,7,4,4,7,7,7,1,6,1,1,7,4,1,7,3.5,5.5,2.75,4.75,1.75,5.5,0,0.1,0.1,0.1,0.2
"S210",NA,"2026-04-05 15:30:53",43.2487333333333,"chrome 146.0.0","false","Windows 10",1600,731,"57cf9cf94a458600014bec4b","Female",49,"Master","Biology, Chemistry, Physics",FALSE,"White",4,5,0,0,0,5,5,0,0,3,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"balls onthe scren, holding out my arm and it was heavy, two hands were pulled together, listened to no happy birthday music","left hand was heavy","Hello",6,0.5,1,0.5,0.5,0,1,0,0.5,0,0.5,1,0.5,1,1,0.5,1,0.5,1,0.5,2,0,1,0.5,0,0,5,6,2,1,6,4,2,5,7,2,7,3,4,7,5,5,5,5,5,4,6,3,3,2,5.25,6,4.25,5.5,2.75,6.25,0.5,0.4,1,0.3,0.8
"S211",NA,"2026-04-05 15:48:54",48.93195,"chrome 144.0.0","false","Chrome OS",1920,911,"5b9ca13a06114100010699b8","Female",44,"High school",NA,FALSE,"White",4,3,3,3,4,4,2,0,1,3,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Holding something heavy, tasting something sweet and sour, being asked if I could hear happy birthday playing, seeing three balls, left hand feeling heavy, mosquito on hand.","Nothing else that I remember.","Hello",6,0,0.5,0.5,0.5,1,1,0.5,2,1,2,2,0,0,1,0,2,2,0.5,1,1,0,0,1,0,0,3,5,5,5,1,7,7,1,5,3,5,5,3,5,5,4,5,2,6,2,7,5,1,6,1,3.5,5.75,4.75,3.75,4.5,0.5,1.3,1.3,0.2,0.6
"S212",NA,"2026-04-05 15:59:57",44.0931166666667,"chrome 146.0.0","false","Mac OS",1710,981,"65313bdcb9fd825a8c1d4981","Female",46,"High school",NA,FALSE,"White",5,4,0,4,3,4,4,0,0,5,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I lifted up my right arm, and held an imaginary bowling ball. I held both arms out straight. I looked at some balls.","Held bowling ball in right hand. Held both arms out front. My left arm was very heavy in my lap. Happy birthday was played. Had to look at some balls on the screen. Had to press space bar 6 times when Please Wait was on screen","Hello",6,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,1,1,0.5,0,1,0,0,0,0,0.5,6,7,2,2,5,1,3,6,6,1,6,1,1,2,1,1,3,5,4,5,2,3,6,2,5.75,6.25,3.25,3.75,6.75,6.5,0.1,0,0.7,0.1,0.4
"S217",NA,"2026-04-05 16:31:41",55.6766666666667,"firefox 149.0.0","false","Windows 10",1280,571,"610e25f9f9818357aca7dc5f","Male",41,"Master","Engineering, Computer Science",FALSE,"White",5,5,4,3,4,4,4,5,1,4,1,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"yes how I touch my hands together, and how I rise my hands and finger,","Hello",6,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0,0.5,1,0,0,5,7,3,2,3,5,3,6,5,2,6,2,6,6,6,6,4,6,3,3,7,1,1,2,4.25,5.75,3.5,6.75,2,5.75,0.3,0.4,0.3,0.3,0.2
"S219",NA,"2026-04-05 16:42:02",56.4057166666667,"chrome 144.0.0","false","Windows 10",1366,633,"698ce4ba931f89581ecc6d7d","Male",30,"High school",NA,TRUE,"White",5,4,4,4,4,4,4,4,4,3,4,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,7,1,6,4,5,6,5,5,5,3,4,5,2,5,5,4,5,2,4,4,6,6,3,3.5,5,3.25,3.25,3.75,3.75,1,1,1,1.2,1
"S220",NA,"2026-04-05 16:44:45",44.0362333333333,"chrome 146.0.0","false","Windows 10",1280,585,"59a3b1a35fd74b0001abf9c1","Female",54,"Bachelor","Sociology, Anthropology",FALSE,"White",5,4,4,1,1,5,5,0,0,5,0,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"3 balls test, hearing happy birthday, holding left hand out and it being heavy, holding right hand out and it being heavy,","can't remember anything extra","Hello",6,0,0,0,0,0,1,0,2,2,2,2,0.5,1,1,0.5,2,1,0,0.5,0,0,0,0,0,0,1,1,4,7,1,7,7,1,7,2,7,1,1,1,1,1,6,5,6,1,3,6,5,5,1,1.75,5.5,2.75,7,6.75,0,1.4,0.7,0,1
"S221",NA,"2026-04-05 17:04:13",59.28405,"chrome 146.0.0","false","Windows 10",1464,657,"6156fef09d1ab07148870099","Female",49,"Bachelor","Engineering, Computer Science",FALSE,"White",3,3,0,0,0,3,2,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"hold something heavy, hands moving towards each other, hearing music, three balls,","click 6 times,","Hello",6,0.5,0.5,0,0,0,1,0.5,0,1,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,1,0,0,0.5,0.5,0.5,2,5,3,4,2,4,5,2,5,3,4,3,4,4,4,6,4,5,3,2,6,4,2,6,2.75,4,4,4.5,3.5,4.75,0.2,0.6,0.5,0.3,0.1
"S222",NA,"2026-04-05 17:11:55",46.675,"chrome 146.0.0","false","Windows 10",1536,695,"5967e16cdfb5120001605ef5","Female",30,"Bachelor","Psychology, Neuroscience",FALSE,"White",4,2,4,0,2,5,4,0,0,5,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"imagined balls, imagined mosquito near my hand, held a heavy object, heavy left hand, tried to hear happy birthday","imagined walking down the stairs, imagined tasting sweet and sour","Hello",6,0,0,0.5,0,0,0.5,0,1,1,0,2,0,2,0.5,1,1,1,1,1,2,0,0.5,0.5,0.5,0,1,6,3,2,1,4,5,1,5,2,5,6,3,4,5,5,2,2,5,1,5,3,2,2,2.25,4.5,5,5.5,3.75,4.5,0.1,0.5,1.2,0.3,1.1
"S223",NA,"2026-04-05 17:28:00",42.7663833333333,"chrome 146.0.0","false","Windows 10",1366,641,"5f3ec93efbd299158253f283","Male",54,"Bachelor","Business, Economics",FALSE,"White",4,3,2,2,1,4,4,0,0,5,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"hold out right arm with palm facing upwards and feel it being weighed down. rest left hand on lap an feel it getting heavierand heavier. listen to happy birthday being played and getting louder each time.","i cannot think of anything else","Hello",6,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0.5,6,6,1,2,2,4,4,3,6,2,6,2,1,2,3,4,1,5,2,6,3,3,3,4,3.25,6.25,2,4.25,5.5,6,0,0.1,0.2,0.2,0
"S224",NA,"2026-04-05 17:29:42",41.2012166666667,"chrome 146.0.0","false","Mac OS",500,663,"6932c63c66408da96a982ab1","Female",22,"Bachelor","Political Science, Law",TRUE,"White",4,1,1,0,0,2,2,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"happy birthday recording, balls, heavy object in hand, hands pushing together, mosquito, heavy left hand","swwet and sour taste","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,2,1,0,0.5,0,1,0,0.5,0,5,6,2,5,5,3,1,5,7,1,7,2,1,1,3,2,6,3,6,3,3,5,5,6,5.5,5,5.5,2.75,6.25,6.75,0,0,0.9,0.3,0.1
"S225",NA,"2026-04-05 17:38:27",44.1802666666667,"chrome 146.0.0","false","Windows 10",1804,905,"5de3d4fc1d61c93cd498bb92","Male",53,"High school",NA,FALSE,"White",3,4,1,1,2,4,4,0,0,1,2,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Heavy object in hand.  Hand being pulled together.  Stiff arm.  Sweet and sour taste.  Happy birthday song.","Seeing coloured balls on the screen.  Left hand being numb and unable to lift it properly. Going down the stairs.","Hello",6,0,0,0,0,0,2,2,2,2,1,0,0.5,0,0.5,0.5,2,1,0,0.5,1,0,0,0,0,0,4,7,4,2,1,7,7,1,4,4,3,6,1,4,2,4,3,3,5,2,5,2,3,3,1,5.25,4.75,5.25,5.25,3.25,0,1.8,0.9,0,0.3
"S228",NA,"2026-04-05 18:44:18",42.2848666666667,"chrome 146.0.0","false","Windows 10",1920,911,"60154af277ec314fd8fe1449","Female",28,"Bachelor","Business, Economics",FALSE,"White",4,2,4,4,3,2,4,0,0,5,3,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"- lifted right hand and imagined something heavy in it, listened out for happy birthday music at varying volumes, looked for colour of two balls","to raise arm when i could hear happy birthday","Hello",6,0,0.5,0.5,0,0,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,1,0,0,0.5,0,0,4,7,1,1,3,5,6,3,6,2,6,3,2,2,2,3,2,4,6,3,6,2,1,2,2.75,6.25,4.25,6.25,5.75,5.75,0.2,0.6,0.9,0.1,0.6
"S231",NA,"2026-04-05 19:11:22",43.9004833333333,"firefox 149.0.0","false","Mac OS",1680,941,"5c7ceda01d2afc0001f4ad1d","Male",45,"Bachelor","Arts and Humanities",FALSE,"White",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"weighted hand, pointed hand, three balls, happy birthday, heavy object","Same as previous.","Hello",6,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,6,6,3,1,2,6,5,3,5,4,2,4,2,3,1,4,1,5,3,6,7,1,1,1,2.5,6,2.25,7,5.5,3.75,0.2,0,0.1,0,0
"S234",NA,"2026-04-05 19:29:39",44.6084833333333,"safari 26.3.1","false","Mac OS",1440,810,"60fc2220e5b6f3a077f0d742","Female",23,"Master","Pharmacy",TRUE,"Mixed",2,2,3,0,0,3,2,3,0,4,0,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"- bowling ball weighing hand down- force pulling hands together- sucking on a sweet which was sweet then sour- having a stiffened arm- hearing happy birthday getting louder and louder- seeing two balls","- hand in lap","Hello",6,0.5,1,0.5,0.5,0.5,0.5,0,1,0,0.5,0,0,0.5,1,0,2,1,1,0.5,0.5,0,0.5,0.5,0,0,1,3,5,7,3,4,4,2,7,1,7,5,2,2,2,2,4,3,7,6,4,2,4,2,3.25,2,4.5,5,6,6,0.6,0.4,1,0.2,0.3
"S235",NA,"2026-04-05 19:58:39",50.20925,"chrome 146.0.0","false","Windows 10",1654,1018,"5f75d01a857e4e27a575f7ca","Female",44,"Bachelor","Literature, Languages",FALSE,"White",2,1,1,3,1,3,3,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,0,0,0,1,0,0,0,0,1,0,1,0.5,0.5,2,0.5,0.5,0.5,1,0,0,0,0,0,1,6,2,2,2,6,6,1,6,3,6,2,1,3,1,3,3,3,6,3,6,3,1,2,1.75,4.75,4.75,6,6,5.75,0,0.2,0.9,0,0.6
"S236",NA,"2026-04-05 20:03:12",52.0092166666667,"chrome 146.0.0","false","Windows 10",1536,738,"660d675bbdf59327d9deb4ad","Female",55,"Master","Business, Economics",FALSE,"Black",5,5,0,5,0,5,5,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"No hearing the birthday song, seeing three balls, pressing space 6 times","Hello",6,0,1,1,0,0,0.5,0.5,2,2,0.5,0,0,1,1,0.5,0.5,1,0,1,1,0,0,0.5,0,0.5,7,7,1,1,1,7,7,1,7,7,6,6,1,7,1,4,7,4,7,4,7,1,1,7,1,7,5.5,5.5,4.75,4,0.4,1.1,0.7,0.2,0.5
"S238",NA,"2026-04-05 21:05:29",50.13385,"firefox 149.0.0","false","Windows 10",1856,967,"5f2de4218462fd12f8aee07e","Male",28,"Bachelor","Engineering, Computer Science",FALSE,"White",4,2,5,2,4,3,4,4,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I remember holding my arms, with their palms facing each other right in front of me and having them being attracted to each other until they were nearly touching. Imagining my arm was in a bind and trying to bend it but being unable to. Holding my arm out and imagining carrying a heavy object and feeling the weight of it. Hearing the buzzing of a mosquito in my ear, imagining it flying around me until it landed on my arm where it made me feel itchy until I brushed it off.","I remember hearing the audio clip of the song Happy Birthday","Hello",6,0.5,0.5,1,0,0.5,0.5,0,0,0.5,1,0.5,0,1,0.5,0,2,0,0.5,1,1,0.5,1,0.5,0.5,1,3,6,5,5,2,3,4,3,5,3,5,2,2,5,7,7,5,4,5,3,7,3,2,2,3.5,3.75,4.75,6,2.75,5.25,0.5,0.4,0.9,0.7,0.4
"S239",NA,"2026-04-05 21:06:20",57.3212,"chrome 146.0.0","false","Windows 10",1920,953,"6099911160f3e9d0d94b18e8","Female",40,"Bachelor","Business, Economics",TRUE,"Black",1,5,5,5,4,5,5,0,0,5,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"I don't remember anything",NA,"Hello",6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,1,1,5,4,3,5,1,6,1,4,5,1,2,2,7,1,3,6,1,1,1,2.75,6.75,2.25,6.75,5,6.25,0.1,0,0,0,0
"S243",NA,"2026-04-05 21:38:19",52.4413166666667,"chrome 146.0.0","false","Windows 10",1920,953,"697e3bdabec18374e3bcd3b3","Male",21,"Bachelor","International Relations",TRUE,"White",4,4,2,2,3,4,4,1,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I remember being told to forget everything which I had previously done. I remember being told to imagine myself stepping down stairs in the first exercise.","Hello",6,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,1,1,0,0.5,0,0.5,1,0.5,0,1,0,0,0,3,7,3,2,2,1,3,2,6,3,5,1,4,5,5,5,4,5,4,3,6,2,3,1,4,5.25,4,6,3.25,5.75,0.4,0.3,0.5,0.2,0.4
"S244",NA,"2026-04-05 21:56:49",45.8192666666667,"chrome 146.0.0","false","Mac OS",1512,828,"6151556ef73ba765c7ff55f6","Male",43,"Bachelor","Business, Economics",FALSE,"South Asian",4,2,1,4,3,2,3,1,0,5,1,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I don't remember what happened. I vaguely remember having to lift my hand up like holding weight in my hand.","holding my hand, palm with weights, other tests like hold my hands(2 hands palm facing each other) like magnets force in between. Final task was to remember how many balls on the screen and to guess the colour too","Hello",6,0,0,0,0,0,0,1,0,0,0,0.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,6,6,2,1,5,6,5,2,2,6,2,3,6,3,5,5,7,2,1,6,1,3,1,2.75,4,3.75,6.25,3.75,5,0,0.2,0.4,0,0.3
"S245",NA,"2026-04-05 22:29:15",42.1981666666667,"chrome 146.0.0","false","Windows 10",1366,641,"6043a1dc4c33ef37c64f0812","Male",39,"High school",NA,FALSE,"White",4,1,3,2,4,5,1,1,0,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"look at 2 balls, hand out straight with heavy object, heavy arm and hand, Happy birthday song","hold hands apart and they pull together","Hello",6,1,1,2,2,1,1,2,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,1,2,0.5,0.5,1,1,1,3,2,5,6,4,2,2,4,5,5,4,3,2,2,1,2,5,4,2,3,5,3,2,5,5,2.5,4,4.75,6.25,4.25,1.4,1,1.2,0.8,0.8
"S247",NA,"2026-04-05 22:39:21",54.75265,"chrome 144.0.0","false","Windows 10",1280,585,"66929a6a268ccf0d6fce0d52","Female",60,"college",NA,FALSE,"White",1,1,0,3,3,3,0,0,0,5,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"cant rememember anything else","Hello",6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4,1,1,4,1,1,7,7,1,7,1,1,1,1,1,1,7,5,7,7,5,1,4,6.25,4.75,2,5.25,7,7,0,0.4,0.6,0,0.2
"S249",NA,"2026-04-05 23:56:10",44.6033666666667,"chrome 138.0.0","false","Windows 10",1920,945,"67f98dadf3bcfb0a57076f6b","Male",55,"High school",NA,FALSE,"White",4,3,3,3,4,4,3,0,0,5,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"eyes closed, arms in lap, left had heavy, left arm straight, three balls, sweet and sour taste, walking down stairs","close eyes, arms im lap, left hand heavy, left arm straight, walking down stairs, sweet and sour taste, three balls, press spacebar","Hello",6,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,2,6,2,3,2,5,5,2,5,5,3,5,2,4,3,3,2,6,2,7,5,5,4,6,2.5,4.75,1.75,3.5,5,3.5,0.2,0.2,0.1,0,0.1
"S250",NA,"2026-04-06 02:19:10",53.38875,"chrome 140.0.0","false","Windows 10",1266,626,"6926c95802f66337764785d9","Male",44,"Master","Engineering, Computer Science",FALSE,"Black",4,3,0,4,0,1,1,1,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,2,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,2,0,1,0,7,7,1,1,5,5,1,5,7,1,7,1,6,6,2,6,1,7,1,1,7,1,1,1,5,7,2.5,7,3,7,0.4,0,0,0.6,0.3
"S252",NA,"2026-04-06 05:12:04",71.4395,"chrome 146.0.0","false","Windows 10",1920,999,"5b0f33dd1e55760001b9a9ce","Male",47,"Doctorate","Education",FALSE,"White",5,4,3,4,3,4,4,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0.5,0.5,0.5,1,0.5,2,1,0.5,0.5,1,0,1,1,1,2,2,2,1,2,0,0,0,0,0,2,4,5,6,2,4,5,2,7,1,7,1,1,4,1,1,6,1,6,2,7,3,1,1,2.75,2.75,6.25,6.5,6.25,7,0.5,0.9,1.8,0,0.8
"S255",NA,"2026-04-06 07:33:40",45.6439666666667,"chrome 146.0.0","false","Windows 10",1524,778,"5ff07b5ee7a1d23e719e421e","Female",71,"High school",NA,FALSE,"White",5,4,4,2,4,4,2,0,0,5,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"hand going numb, heavy arm, balls on screen, magnetic hands","Heavy right arm holding bowling ball, magnetic hands, balls on screen, not being able to lift left hand, press space bar","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,2,4,4,4,7,1,6,1,1,1,1,1,1,7,1,7,5,3,2,4,3.5,7,1,5,7,6.75,0,0,0,0,0
"S256",NA,"2026-04-06 08:15:44",50.1989166666667,"chrome 146.0.0","false","Windows 10",1600,765,"69cdf622fac6c570bd57a23b","Female",23,"Bachelor","Accounting",TRUE,"White",4,4,1,1,0,3,3,1,0,5,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"Birthday song, ball colors- red orange and green, lifted left hand , both hands facing each other with magnetic effect, left hand on the lap which is heavy to carry","Hello",6,0,0,0.5,0,0,0.5,1,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,0,0.5,0.5,0,6,6,2,1,6,4,4,4,4,3,4,2,5,5,6,6,2,5,2,4,7,3,3,3,4.5,6.25,2.75,5.5,2.5,4.75,0.1,0.6,0.3,0.4,0.5
"S257",NA,"2026-04-06 09:43:24",57.4019166666667,"chrome 146.0.0","false","Windows 10",1440,731,"5f29eff59714081a3594a331","Male",39,"Master","Data/Health Science",FALSE,"Pacific Islander",3,1,1,3,0,4,3,1,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Close eyesStretch forth the right handPlace two arms on my lapHear soundSee three ballsClimb down the stairs, counting 1 to 20","Press spacebar 6 times","Hello",6,0,0,0,0,2,0,1,0.5,1,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,7,6,2,7,2,7,1,4,4,2,1,1,7,1,7,7,1,7,1,1.5,7,1,5.5,5.25,6.75,0.4,0.5,0,0,0.4
"S260",NA,"2026-04-06 10:03:16",56.0571,"chrome 132.0.0","false","Windows 10",1280,593,"67f1f1d53b5c101545b04cfc","Male",41,"Master","Business, Economics",FALSE,"Black",5,3,2,5,3,5,4,4,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,5,6,1,1,4,1,1,5,7,1,7,1,1,6,1,2,1,7,1,7,7,1,1,1,5.75,6.25,1,7,5.5,7,0.4,0,0.2,0.1,0
