"Participant","Recruitment","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Prolific_ID","Gender","Age","Education","Discipline","Student","Ethnicity","pcs_handslow","pcs_magnetichands","pcs_mosquito","pcs_tastesweet","pcs_tastesour","pcs_armrigidity","pcs_armimmobile","pcs_music","pcs_negativehallucination","pcs_urgepress","pcs_memorypress","pcs_amnesia","pcs_yellowball","pcs_redball","pcs_greenball","pcs_blueball","pcs_purpleball","pcs_orangeball","pcs_noballs","pcs_amnesia_w","pcs_remember_w","pcs_hello","pcs_press","pid_Dis1","pid_Dis2","pid_Dis3","pid_Dis5","pid_Dis6","pid_Det4","pid_Det13","pid_Det14","pid_Det16","pid_Det18","pid_Psy7","pid_Psy12","pid_Psy21","pid_Psy23","pid_Psy24","pid_NegAff8","pid_NegAff9","pid_NegAff10","pid_NegAff11","pid_NegAff15","pid_Ant17","pid_Ant19","pid_Ant20","pid_Ant22","pid_Ant25","ipip_Cons3","ipip_Cons10","ipip_Cons11_R","ipip_Cons22_R","ipip_Ext1","ipip_Ext7_R","ipip_Ext19_R","ipip_Ext23","ipip_Agr2","ipip_Agr8_R","ipip_Agr14","ipip_Agr20_R","ipip_HonHum6_R","ipip_HonHum12_R","ipip_HonHum18_R","ipip_HonHum24_R","ipip_Neuro4","ipip_Neuro15_R","ipip_Neuro16","ipip_Neuro17_R","ipip_Open5","ipip_Open9_R","ipip_Open13_R","ipip_Open21_R","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism"
"S093",NA,"2026-04-03 17:20:31",58.2010333333333,"chrome 146.0.0","false","Windows 10",1536,826,"66af20a80e6cd118f2bf682d","Female",27,"Bachelor","Arts and Humanities",TRUE,"Black",1,2,0,2,3,4,1,0,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"sensation, negative hallucination, lowering of hand, seeing 3 balls but was told it's 2, taste","nothing new","Hello",6,0,0.5,0.5,0,0,0.5,1,0.5,1,0.5,0.5,0,0.5,1,0,1,2,0.5,0,1,0,0,0,0.5,0,5,7,3,3,3,3,4,3,6,2,6,3,2,7,5,7,3,3,5,5,5,3,1,2,3.75,5.5,4,5.75,2.75,5.75,0.2,0.7,0.9,0.1,0.4
"S094",NA,"2026-04-03 17:23:20",39.88095,"chrome 146.0.0","false","Windows 10",1921,911,"698df153dc723dada19b1dab","Female",24,"High school",NA,FALSE,"White",1,3,3,1,3,0,0,0,0,1,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I didnt remember too much because he was saying all over the same things, repeating that i will not remember a thing he says","i remember the same things as before","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,2,2,1,3,6,1,2,5,1,5,4,1,1,2,5,6,1,6,3,1,5,1,1,4,6,4,3.25,5.75,4.5,3.75,0,0,0.1,0,0.1
"S095",NA,"2026-04-03 17:27:18",46.05145,"chrome 146.0.0","false","Windows 10",1920,911,"69cd9e1b8dda9a514f2736ce","Female",38,"High school",NA,FALSE,"White",4,5,3,5,5,2,4,0,0,4,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0.5,0,0,1,0.5,1,0,0,0,0.5,1,0.5,1,0.5,1,1,0.5,1,0.5,0,1,0.5,0,0,1,5,4,5,3,2,2,3,6,2,4,2,2,3,1,1,6,2,5,3,7,5,1,3,4.5,3.25,5.5,5.5,6.25,5.5,0.3,0.3,0.8,0.3,0.7
"S096",NA,"2026-04-03 17:34:09",54.0204833333333,"chrome 146.0.0","false","Windows 10",1920,945,"65095768590182c41a8e8efe","Male",37,"Bachelor","Business, Economics",FALSE,"Black",4,3,0,1,0,3,4,1,0,5,3,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"holding my hand up and feeling heaviness, mosquito, happy birthday song, colored balls","pressing my palms together,","Hello",6,0,0,0.5,0.5,2,0,0,0,1,0,0.5,0,1,0,0,1,0.5,1,1,0.5,0,0,0.5,0,0,1,7,5,3,4,1,1,5,6,1,6,1,4,7,5,6,2,5,4,1,4,2,1,1,5.75,4,4,6,2.5,6.5,0.6,0.2,0.8,0.1,0.3
"S097",NA,"2026-04-03 17:36:53",44.4243166666667,"chrome 146.0.0","false","Windows 10",1536,730,"6981cf929bec276174ae6672","Male",26,"Bachelor","Medicine",FALSE,"White",4,0,3,4,4,4,1,5,0,5,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"first asked me to hold my hands and experience if they go down  . ANd then if they would touch together , and then idk feeling hand stiff and heavy","The thing about the mosquito and the happy birthday song , I did not remember before but I felt it so strong . Also seeing the balls on the screen","Hello",6,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,1,1,1,0.5,1,0.5,0,1,0.5,0.5,2,0.5,0.5,3,4,4,4,3,5,2,3,5,5,5,6,6,6,6,6,3,5,3,4,6,1,2,1,3.75,3.75,3.25,6.5,2,3.75,0.2,0.4,0.6,0.8,0.7
"S098",NA,"2026-04-03 17:50:02",49.618,"chrome 145.0.0","false","Windows 10",1920,919,"5de42a01a7cb2401ccc682c3","Male",35,"High school",NA,FALSE,"White",4,1,4,4,3,3,4,2,0,2,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"some imagining stuff , like steps, weight of hands.","i don't know i don not remember much more than i said before. Just step counting and hand weight imagination excercises. And something with seeing balls and hearing birthsday song.","Hello",6,0,0,0,0,0,1,0,0.5,1,1,0.5,0,0,0,0,0.5,1,1,0,0.5,0.5,1,0.5,0.5,0.5,3,4,1,1,3,3,3,3,3,6,3,6,4,5,4,5,5,2,6,3,6,1,6,1,4,5.25,5.5,5.5,3.5,2.5,0,0.7,0.6,0.6,0.1
"S099",NA,"2026-04-03 17:50:17",48.1740166666667,"chrome 146.0.0","false","Windows 10",1536,742,"5f4b8f646cc10e7481333ee4","Male",66,"High school",NA,FALSE,"White",3,3,0,1,2,2,1,1,0,3,2,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Stretching out hand and feel something heavy in my hand. Both hands in front of me and palms going slowly to each other. Stiff arm.","No further details. Oh yes, my left hand felt heavy.","Hello",6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,3,1,6,6,1,6,1,2,1,1,4,1,1,1,7,1,7,2,6,5,3,1.5,5,1,3,6.25,5.5,0.1,0,0,0,0
"S100",NA,"2026-04-03 18:02:06",46.7122166666667,"opera 128.0.0","false","Windows 10",1878,956,"69823cf15992184b909c3937","Male",19,"High school",NA,TRUE,"White",3,4,3,5,4,3,4,0,0,5,1,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"i was given not to remember clicking the spacebar 6 times now im being told to remember it","Hello",6,0,0.5,1,0.5,2,1,0.5,0.5,1,1,0.5,0,0,1,0,1,1,2,1,0.5,0,0,0.5,0.5,0.5,7,5,2,2,2,4,3,3,5,2,7,2,4,5,5,6,5,5,4,4,5,4,3,4,3.5,6,4,4.5,3,6,0.8,0.8,1.1,0.3,0.3
"S101",NA,"2026-04-03 18:29:13",50.3802333333333,"chrome 146.0.0","false","Mac OS",1440,812,"64a992aaacb5d09450039f28","Other",24,"High school",NA,FALSE,"White",4,5,5,5,4,5,5,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was asked to imagine my hand holding a heavy object and pulled to the ground by it, then my hands being pulled towards each other like magnets, also imagine my hand heavy on my lap, imagine a mosquito flying and landing on my hand, imagine hearing a happy birthday song, see two balls (instead of three) on the screen, then forget everything.","Now I also remember that I was asked to imagine my hand being very very stiff while holding it out.","Hello",6,0.5,0,0.5,0,1,0,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0,0,1,0,0.5,0.5,0.5,0.5,0,3,6,5,3,5,3,2,7,6,5,6,3,6,7,6,5,2,5,3,4,7,1,1,2,5.75,4.25,3,6.75,2,5,0.4,0.4,0.3,0.4,0.7
"S104",NA,"2026-04-03 18:48:08",46.4258666666667,"chrome 143.0.0","false","Chrome OS",1920,911,"666ec9dfb9039b8071d8bb25","Male",44,"Bachelor","Business, Economics",FALSE,"White",1,0,1,0,0,3,1,0,0,5,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Hello",6,0,1,0,0,1,0.5,0,1,0.5,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,4,5,6,2,5,5,3,5,3,4,2,1,1,1,3,1,5,1,5,1,7,7,7,2.75,2.5,2,1,6.5,5,0.4,0.6,0.4,0,0.6
"S105",NA,"2026-04-03 18:48:17",40.97,"opera 129.0.0","false","Windows 10",1943,1043,"610c3cefa023b67a5984feb6","Male",24,"Bachelor","Engineering, Computer Science",TRUE,"White",4,5,2,5,3,4,4,2,0,5,2,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Weight of left hand, happy bithday song and colour of 2 balls","Bowling ball in right hand, hands getting closer like a magnet, stiffness of right arm","Hello",6,0,1,1,0,0.5,0.5,0.5,0,0,0.5,1,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0,1,0.5,0.5,3,3,4,5,5,1,2,5,6,4,6,2,3,5,5,6,4,3,3,4,6,4,2,4,5.75,3.25,4,5,3.25,5.5,0.5,0.3,0.8,0.5,0.8
"S109",NA,"2026-04-03 19:43:55",47.0612833333333,"chrome 146.0.0","false","Windows 10",1536,730,"6966a6ae05a36f838e5b6448","Female",47,"Bachelor","Education",FALSE,NA,4,1,3,2,0,4,1,2,0,5,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Since the beggining, I was asked to imagine going down some stairs, raise my hand, fell my hand becoming heavy, holding something heavy, pushing my arms together, seeing 2 balls, hearing the happy birthday song progressively louder","Typing the space bar","Hello",6,0,0,0,0,1,0,0.5,0.5,0.5,0,0,1,1,1,0,0,0.5,0,0,1,0,0,0.5,0,0,4,5,1,6,1,4,4,1,5,1,3,1,1,7,1,2,4,4,2,3,6,2,2,1,2.5,4.5,3.75,6.25,5.25,5.5,0.2,0.3,0.3,0.1,0.6
"S110",NA,"2026-04-03 19:46:59",39.26815,"chrome 146.0.0","false","Linux",2560,1340,"6995841863b48a0c51dc42c3","Male",22,"High school",NA,TRUE,"White",5,4,2,3,4,4,2,0,0,5,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I was asked to see two balls on the screen, feel how my left and right hands felt heavy when being told about it, try to imagine a mosquito roaming around me, and to listen to a happy birthday song","I was asked how stiff my right arm felt when putting it straight. I don't think I forgot anything else","Hello",6,0,0.5,0.5,1,0,1,0,1,1,0.5,1,0,1,2,1,2,2,1,0.5,2,0,1,0.5,0.5,0,2,4,6,6,2,6,6,1,5,4,5,6,4,5,4,5,6,4,7,4,3,2,5,2,1.75,2.5,5.25,4.5,3.5,4,0.4,0.7,1.5,0.4,1
"S111",NA,"2026-04-03 20:10:03",44.2776166666667,"chrome 146.0.0","false","Windows 10",1536,695,"677c00e0f6d8cdcff534ecb7","Female",25,"Master","Political Science, Law",FALSE,"South Asian",2,4,3,1,5,2,4,1,0,4,5,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I had to lift my right arm at shoulder length and hold it there. I had to imagine a mosquito buzzing around in another exercise. I had to imagine a sweet and a sour taste in my mouth. I also had to imagine the song 'Happy Birthday to you' was playing.","I had to look at two balls that turned out to be three. I had to press the space bar six times after being told. I had to imagine a mosquito buzzing around. I imagined a sweet taste in my mouth. I held out my right hand, and then my left hand. I had to imagine my hand becoming heavier.","Hello",6,1,2,2,0.5,0.5,0.5,2,0.5,1,0,2,1,2,2,2,1,1,1,2,1,0,1,0.5,1,1,2,4,7,7,6,1,1,6,6,2,7,2,5,5,2,3,5,3,3,1,7,1,1,1,6.5,2,5,7,4.25,6.25,1.2,0.8,1.2,0.7,1.8
"S113",NA,"2026-04-03 20:21:00",49.7404666666667,"chrome 146.0.0","false","Windows 10",1920,945,"67c87fc1b3ba111d0e1526a0","Female",23,"Bachelor","Engineering, Computer Science",FALSE,"Black",5,5,4,5,4,5,4,2,0,5,5,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I REMEMBER BEING TOLD TO TASTE SWEET AND SOUR .I REMEMBER FEELING A MOSQUITO","Hello",6,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,1,3,2,2,2,2,6,1,5,4,3,7,5,4,4,5,3,1,6,2,1,1,4,5.5,4.25,6.5,3.25,5.5,0.1,0.2,0.4,0,0
"S119",NA,"2026-04-03 20:50:57",58.47015,"chrome 146.0.0","false","Windows 10",1536,730,"698e07a2e49cb54126c903b1","Female",23,"Bachelor","Medicine",FALSE,"White",3,1,0,2,3,0,2,0,0,5,0,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i have to close my eyes.","Honestly I dont understand. I had to close my eyes and did exercises","Hello",6,0.5,0.5,0.5,0,0.5,0.5,1,0,0.5,1,0.5,0,0.5,1,0.5,1,1,0,0.5,1,0,1,0.5,0.5,0.5,2,6,1,1,2,1,5,4,6,1,4,2,4,3,3,6,4,2,6,3,4,3,5,3,4,5.5,5.25,4.25,4,5.75,0.4,0.6,0.7,0.5,0.5
"S120",NA,"2026-04-03 21:54:37",50.4749666666667,"chrome 146.0.0","false","Windows 10",1024,522,"616dc201c0b58a25890f4b94","Female",23,"High school",NA,TRUE,"Black",5,5,0,1,0,3,3,0,0,5,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"I had to stretch my right arm. I tasted a sweet taste in my mouth. I saw balls","The mosquito sensation. Imagining holding something heavy on my right hand and feeling very heavy.","Hello",6,0,1,1,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,0,0.5,0,2,1,0.5,0.5,2,5,2,2,3,6,6,2,6,4,5,3,5,6,5,3,5,6,2,3,4,4,2,4,2.25,4.75,3.5,4.5,3.25,5,0.4,0.4,0.7,0.8,0.7
"S121",NA,"2026-04-03 22:01:24",45.6412,"chrome 146.0.0","false","Windows 10",1280,592,"697cc5137ab7039fd43bcd1b","Female",18,"High school",NA,TRUE,"Prefer not to say",3,1,2,3,4,3,2,0,0,4,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i was asked to take part in many scenarios where i had to close my eyes and imagine what the voice was tellin me to imagine and answer questions about my experiences afterward.","i originally remembered everything though it was a bit hazy when i was asked to type out what i had done before.","Hello",6,0,0,1,0.5,0.5,1,0.5,1,2,0.5,1,0,2,0.5,1,2,0.5,0,0.5,1,0,0,0,0,0,5,7,3,1,2,5,5,2,6,4,7,5,1,5,2,4,5,2,5,6,6,3,1,5,2.5,6,4.5,5.25,5,5,0.4,1,0.8,0,0.9
"S122",NA,"2026-04-04 00:47:25",49.1768333333333,"chrome 145.0.0","false","Windows 10",1536,855,"5c093a3f600aff0001d7002c","Male",47,"Bachelor","Engineering, Computer Science",FALSE,"East Asian",4,2,1,3,0,5,1,0,0,2,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0.5,0.5,0,0,0,0,0.5,0,1,1,0,0,0,0,0.5,0,1,0.5,0,0,0.5,0,1,1,3,7,1,1,1,3,6,1,7,4,7,5,2,4,3,3,2,6,2,6,2,6,4,6,2.25,6,2,2.5,5,5.25,0.2,0.3,0.4,0.5,0.2
"S124",NA,"2026-04-04 08:06:28",56.227,"edge-chromium 146.0.0","false","Windows 10",1912,948,"576311d7151e5d000889e2e7","Male",53,"High school",NA,FALSE,"Mixed",4,4,1,4,1,5,1,3,0,5,4,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0.5,0.5,1,1,1,0.5,2,1,1,1,0.5,0,1,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,4,6,2,1,4,6,6,3,5,3,3,5,1,2,4,3,1,7,1,3,6,3,2,2,2.75,5.75,2,5.75,5.5,4,0.8,1.1,0.3,0,0.5
"S125",NA,"2026-04-04 08:30:28",51.0678166666667,"chrome 138.0.0","false","Mac OS",1419,697,"5e7a2ccd69a7770604dfb352","Female",53,"Bachelor","Arts and Humanities",FALSE,"White",5,5,3,5,4,4,4,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1. my right arm extended and I was holding a heavy bowling ball. 2. My 2 hands facing each other being forced by a magnet together. 3. my right arm being stiff. 4. my left arm and hand being heavy. 5. hearing hapy birthday. 6. seeing 3 balls even tbhough i was told there were 2. 6. told to forget everything and then remember. 7.","taste of sour and sweet, pressing space bar","Hello",6,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,1,1,1,1,0.5,0,0,0,0,0,6,6,2,2,1,1,5,4,7,1,7,1,1,1,2,2,2,5,5,6,7,1,1,1,3.75,6,3,7,6.5,7,0.1,0,0.9,0,0.4
"S126",NA,"2026-04-04 08:33:42",43.3865166666667,"chrome 145.0.0","false","Windows 10",1536,738,"6782b2f4bd70e1c0a9a36590","Male",34,"Bachelor","Arts and Humanities",FALSE,"White",3,2,2,3,3,2,4,1,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was feeling the weight of my arms in movement, magnetism between my hands, and imagining things that weren't really physically present.","I remember that I was told initially to forget, but I still remembered all of the practices, and the feelings that I had through them.","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,5,1,1,6,7,1,7,1,1,1,2,3,1,6,1,7,7,1,1,1,6.25,5.75,1.25,7,6.25,7,0,0,0,0,0
"S127",NA,"2026-04-04 08:35:11",45.2542166666667,"chrome 146.0.0","false","Mac OS",1710,976,"69ac26daec36f17c92a64677","Male",49,"Doctorate","Arts and Humanities",FALSE,"Mixed",2,1,1,2,1,3,2,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,1,0.5,1,0,0.5,0,1,0,0,0,1,5,1,1,2,7,7,1,7,1,7,1,1,6,1,2,2,1,5,1,6,1,1,1,1.25,5,5.25,6.75,5.5,7,0.1,0.1,0.6,0.2,0.2
"S128",NA,"2026-04-04 08:36:17",41.6812666666667,"firefox 149.0.0","false","Windows 10",1280,595,"5ba292385301b80001c71ba2","Male",52,"Master","Business, Economics",FALSE,"White",4,4,5,4,3,4,4,5,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was told to close my eyes and imagine different things like a with in my had and lifting my arms, etc.  Closing my eyes and imagining things.","Press the space bar 6 times.","Hello",6,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,7,7,1,1,7,1,2,7,7,1,1,1,5,6,7,6,1,6,1,7,6,1,1,1,6.75,7,1.25,6.75,2,5.5,0,0.1,0,0.1,0
"S129",NA,"2026-04-04 09:21:25",112.026366666667,"chrome 133.0.0","false","Windows 10",1920,998,"5f0d2ad60ad0d6730c380b05","Male",53,"Bachelor","Mathematics, Physics",FALSE,"White",2,0,1,0,0,3,0,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0,0,0.5,0,1,0,0,0,0,1,1,1,1,0,2,1,1,1,1,0,2,0,0,0,3,5,4,6,6,1,2,7,7,1,6,1,1,4,1,1,1,2,6,2,5,1,2,1,6.5,3.5,4.75,6.25,6.25,6.75,0.1,0.2,1.2,0.4,0.8
"S130",NA,"2026-04-04 09:26:09",47.1111833333333,"chrome 146.0.0","false","Mac OS",2239,1109,"69ac96e9cf57af07fdd54227","Female",53,"Bachelor","Arts and Humanities",FALSE,"White",5,2,4,1,1,1,0,0,0,3,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was asked to put my arm out in front of me palm up and feel a heavy object weighting it down. I was asked to put both arms up palms facing in and feel my hands moving together. I was asked to feel my left arm and hand getting very heavy. I was asked to hear the Happy Birthday Song. I was asked to see two balls.","I was asked to stiffen my arm and try to bend it. I think that's the only one I missed before!","Hello",6,0,0,0,0,0,1,2,0,1,0.5,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0,0,0,0,6,7,2,1,3,2,3,5,6,3,6,4,1,5,1,2,2,4,3,3,6,1,1,1,4.75,6.5,3.5,6.75,5.75,5.25,0,0.9,0.6,0,0.5
"S131",NA,"2026-04-04 09:27:07",47.5585,"chrome 145.0.0","false","Windows 10",1920,919,"664e835c732628231a08fff5","Female",31,"High school",NA,FALSE,"White",4,3,3,4,2,2,2,0,4,3,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"I closed by eyes and tried to follow along with the voice instructions however as some of it felt like I could imagine it not all of it worked for me. I feel like I may second guess myself too much to be able to get truly in the mindset of doing that.","I think the same amount of information starting with arms and palms and holding somehting and the birthdsay song ect.","Hello",6,1,2,2,2,2,1,1,2,1,2,1,0,1,1,0,1,0.5,0,1,2,0.5,0,0,1,1,1,2,7,7,1,5,7,1,6,3,7,6,1,1,1,1,6,3,6,2,6,2,2,2,1.5,1.25,5.75,6,7,5,1.8,1.4,0.9,0.5,0.6
"S133",NA,"2026-04-04 10:22:06",45.56475,"chrome 146.0.0","false","Mac OS",1440,748,"69975b103b9599de94f4b922","Male",33,"Bachelor","Engineering, Computer Science",FALSE,"White",4,3,3,4,3,5,4,1,0,4,4,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"walking down stairs, holding something heavy, mosquito on my hand, stiff right arm, heavy left hand, heard happy birthday, seen 2 balls,","walking down stairs, hold something heavy, right arm stiff, left arm heavy, heard happy birthday, seen 2 balls,","Hello",6,0.5,1,1,0.5,0.5,0,1,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,1,0.5,1,0.5,1,1,1,1,7,7,2,2,5,7,5,5,5,2,5,2,2,6,7,5,2,2,2,1,5,2,2,2,3.5,6.5,4.25,5.75,3,5.5,0.7,0.5,0.5,0.9,0.8
"S134",NA,"2026-04-04 10:30:03",63.6230833333333,"chrome 146.0.0","false","Windows 10",1536,762,"67ae36e6472072f99199d636","Female",34,"Master","Medicine",FALSE,"Black",4,5,4,4,5,4,5,4,5,4,2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,6,7,1,2,3,5,6,4,6,2,6,2,1,7,5,6,2,6,1,2,3,3,2,2,3,6.5,2.75,5,3.25,6,0.2,0.1,0.2,0.1,0
"S137",NA,"2026-04-04 11:15:52",47.5184333333333,"chrome 146.0.0","false","Windows 10",1920,919,"69bfa90568c64f3e06f1a32e","Male",49,"Bachelor","Mathematics, Physics",FALSE,"White",1,1,1,0,0,2,1,2,0,5,1,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,"I can't remember anything I didn't remember previously, I think.  I wasn't able to suspend my memory.","Hello",5,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,3,3,3,2,2,4,4,3,5,1,5,3,1,1,2,1,1,5,1,7,5,1,2,1,3.25,4.25,1.5,6.25,6.75,5.5,0.1,0.2,0.3,0,0.2
"S139",NA,"2026-04-04 11:44:03",58.1173833333333,"chrome 142.0.0","false","Windows 10",1280,593,"6959d5a0452fb017bbf5cba2","Female",36,"Bachelor","Engineering, Computer Science",FALSE,"White",3,3,4,2,2,4,3,1,0,2,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,6,5,1,1,4,2,3,5,6,2,6,2,3,5,4,6,3,7,2,5,5,3,1,3,5,6.25,2.25,5.5,3.5,6,0,0,0.2,0.1,0
"S142",NA,"2026-04-04 12:32:57",46.0783,"chrome 146.0.0","false","Windows 10",1920,991,"692748e778089b584e73927a","Male",63,"Bachelor","Engineering, Computer Science",FALSE,"White",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Told to imagine walking down stairs, holding a heavy object in the right hand, hands forced together, left hand too heavy, hearing Happy Birthday, seeing only two balls","nothing that I couldn't remember previously","Hello",6,0,0,0,0,0.5,1,2,2,2,0.5,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,1,5,2,5,1,7,7,1,3,3,2,4,1,4,1,3,1,4,2,4,5,1,3,1,1,3.75,2.75,6,5.75,3.5,0.1,1.5,0.3,0,0
"S146",NA,"2026-04-04 13:42:14",61.7976833333333,"chrome 146.0.0","false","Windows 10",1920,991,"672541915a9a5ac8b878a28e","Male",22,"Bachelor","Business, Economics",TRUE,"Black",4,2,1,1,2,4,2,0,0,5,4,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Hello",6,0.5,0.5,1,1,0,1,0.5,1,2,0.5,0.5,0.5,1,0,0,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,1,4,5,3,4,3,5,6,3,5,5,6,4,6,6,5,5,3,5,5,5,6,2,6,2,2.75,4.5,3.5,5,2.5,4.5,0.6,1,0.6,0.8,0.4
"S147",NA,"2026-04-04 13:42:24",37.6839833333333,"chrome 145.0.0","false","Windows 10",1536,735,"63d7c110ae88487271c4bfd1","Male",35,"Bachelor","Arts and Humanities",FALSE,"White",3,1,1,3,2,4,3,0,0,5,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I have been asked to experience different things, like making my arm feel heavy or hearing sounds","I had the coloured ball game as well to remember, as well as a mosquito.","Hello",6,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,1,1,0,0,0.5,0,0,0,3,4,4,2,4,2,3,4,7,2,6,1,1,3,1,1,1,4,2,2,6,1,1,1,4.75,4.25,3.25,6.75,6.5,6.5,0.6,0,0.6,0.1,0.1
"S149",NA,"2026-04-04 13:46:55",52.62975,"chrome 146.0.0","false","Windows 10",1536,742,"697cbad7849402bb0a689ecc","Male",32,"Master","Engineering, Computer Science",TRUE,"Black",3,4,4,4,4,4,3,0,0,5,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I was told to press the shift bar six times once I hear 'please wait'","Hello",6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.5,0,0,6,6,1,2,2,6,6,5,7,1,7,1,1,6,3,5,1,7,1,1,7,1,1,1,2.75,6.25,2.5,7,4.25,7,0,0,0,0.1,0.6
